grievance,urgency
नाम का बोर्ड खराब है हमारे इलाके में,LOW
hamare area mein problem hai ki park gate ki minor repair chahiye,LOW
"मेरे घर के पास, पानी की सप्लाई नियमित नहीं है",MEDIUM
I want to report that children are exposed to an open manhole and residents are facing problems,CRITICAL
street ligth flicker kar rahi hai aur residents ko problem ho rahi hai,MEDIUM
"please action lein, drinking water contaminated hai please ise resolve karein",CRITICAL
मैं शिकायत करना चाहता हूं कि स्ट्रीट लाइट बार-बार झपक रही है और लोगों को परेशानी हो रही है,MEDIUM
"in our locality, footpath has a small crack in our area",LOW
hamare area mein problem hai ki hamare area mein koi street light kaam nahi kar rahi hai please ise resolve karein,HIGH
"please take action, open manhole near a school",CRITICAL
लोग दूषित पानी पी रहे हैं हमारे इलाके में,CRITICAL
"हमारे इलाके में, रिहायशी इलाके के पास गैस लीक हो रही है कृपया कार्रवाई करें",CRITICAL
"मेरे घर के पास, सार्वजनिक शौचालय बहुत गंदा है",HIGH
there is a problem where exposed electric wire on the road and residents are facing problems,CRITICAL
"हमारे इलाके में, खतरनाक बिजली का खंभा गिरने वाला है",CRITICAL
public building mein fire lagi hai,CRITICAL
"near my house, garbage collection is irregular",MEDIUM
"near my house, sewage is overflowing near houses in our area",HIGH
